id,Actual,Random Forest
US9688922B2,0,0.038
US9733487B2,0,0.0
US7154161B1,0,0.013
US7748978B2,0,0.01
US8871740B2,0,0.099
US8288895B2,0,0.031
US9145309B2,0,0.059
US9315143B2,0,0.024
US10094416B2,0,0.0
US10066717B2,0,0.03
US7878085B2,0,0.002
US9340967B2,0,0.141
US5112155A,0,0.001
US10046894B1,0,0.009
US9012608B2,0,0.11
US8960062B2,0,0.007
US9534461B2,0,0.002
US9783349B2,0,0.008
US9339709B2,0,0.008
US9172178B2,0,0.002
US7988009B2,0,0.003
US9920250B1,0,0.005
US10049278B2,0,0.073
US5757730A,0,0.177
US9453572B2,0,0.001
US6933666B2,0,0.005
US9523238B2,0,0.009
US10066178B2,0,0.029
US9964369B2,0,0.005
US8945148B2,0,0.056
US9772727B2,0,0.018
US9198991B2,0,0.017
US9570609B2,0,0.047
US6214988A,0,0.026
US9741737B1,0,0.029
US9228479B2,0,0.005
US9922741B2,0,0.014
US7150734B2,0,0.001
US9627290B2,0,0.032
US4757162A,0,0.005
US5544909A,0,0.013
US4594719A,0,0.052
US7816609B2,0,0.007
US10082637B2,0,0.0
US9098847B2,0,0.274
US7208380B2,0,0.006
US9278865B2,0,0.044
US9486101B2,0,0.009
US10072368B2,0,0.015
US10031764B2,0,0.347
US9977022B2,0,0.066
US5290851A,0,0.011
US10086512B2,0,0.099
US9437903B2,0,0.014
US9150292B2,0,0.028
US9375801B2,0,0.015
US7141930B2,0,0.004
US4647491A,0,0.005
US9047965B2,0,0.168
US9339412B2,0,0.036
US5412443A,0,0.014
US6386392B1,0,0.0
US7926598B2,0,0.02
US10006730B1,0,0.141
US9627934B2,0,0.012
US9186759B2,0,0.088
US9950427B2,0,0.086
US5990526A,0,0.005
US7344247B2,0,0.13
US9833474B2,0,0.065
US9082590B2,0,0.048
US7010108B2,0,0.157
US7867261B2,0,0.003
US9221431B2,0,0.005
US5899569A,0,0.045
US4713249A,0,0.007
US9306146B2,0,0.056
US8650732B2,0,0.001
US8911522B2,0,0.046
US4963416A,0,0.023
US7371841B2,0,0.142
US10135323B2,0,0.024
US9913476B2,0,0.021
US9631691B2,0,0.004
US9295291B2,0,0.016
US9496196B2,0,0.013
US8217003B2,0,0.015
US9221337B2,0,0.021
US9005209B2,0,0.013
US8697273B2,0,0.003
US9667719B1,0,0.263
US8955951B2,0,0.0
US7963288B2,0,0.079
US9271720B2,0,0.022
US9338087B2,0,0.278
US9236784B2,0,0.001
US10004344B1,0,0.105
US9338454B2,0,0.271
US9644520B2,0,0.148
US9016158B2,0,0.002
US6383915B1,0,0.008
US10086223B2,0,0.056
US8575395B2,0,0.035
US7871094B2,0,0.039
US9249290B2,0,0.004
US9653354B2,0,0.01
US9480236B2,0,0.066
US8701107B2,0,0.211
US4908650A,0,0.096
US8456916B2,0,0.017
US6442260B1,0,0.107
US4957219A,0,0.0
US10128558B2,0,0.011
US9079539B2,0,0.003
US8502904B2,0,0.309
US4771543A,0,0.077
US7336447B2,0,0.004
US5979667A,0,0.024
US6917065B2,0,0.001
US5543956A,0,0.004
US6259158A,0,0.017
US5921701A,0,0.068
US5731993A,0,0.125
US6269084A,0,0.168
US10042460B2,0,0.02
US10132214B2,0,0.015
US7534782B2,0,0.048
US9687404B2,0,0.05
US9361975B2,0,0.093
US9743933B2,0,0.006
US7871967B2,0,0.033
US9878349B2,0,0.091
US9151372B2,0,0.004
US8967949B2,0,0.008
US9551392B2,0,0.005
US8163692B2,0,0.029
US9327409B2,0,0.007
US9588359B2,0,0.037
US9400651B2,0,0.225
US9499241B2,0,0.072
US8218481B2,0,0.468
US9561691B2,0,0.017
US10077828B2,0,0.119
US9099341B2,0,0.018
7660715,1,0.78
7720683,0,0.671
7788262,1,0.792
7945952,0,0.897
8185400,1,0.826
8222507,1,0.696
8355903,1,1.0
8380504,0,0.756
8467524,0,0.362
8510112,1,0.694
8571871,1,0.869
8751236,1,0.631
8764561,0,0.358
8768687,1,0.868
8892417,1,1.0
9047622,0,0.524
9336782,1,0.661
9367950,1,0.594
9390087,1,0.822
9418385,0,0.43
9460707,1,0.693
9582501,1,0.645
9653093,1,0.884
9697178,1,0.995
9754220,0,0.341
9934515,0,0.895
9972127,1,0.806
10027662,0,0.413
10074364,1,0.913
10249314,1,0.923
10334328,1,0.87
10387970,1,0.41
10418033,1,0.567
10453476,1,0.28
10467347,1,0.588
10468014,1,0.595
10504268,1,0.864
10559299,1,0.792
10580405,0,0.186
10593328,0,0.317
10602062,1,0.347
10614031,0,0.918
10628185,1,0.74
10628931,1,0.644
10643600,1,0.988
10650306,1,0.87
10652565,1,0.573
10679015,0,0.704
10682575,1,0.673
10692602,0,0.47
10701394,0,0.314
10706867,1,0.81
10713289,1,0.909
10713821,1,0.889
10789956,1,0.88
10818293,1,0.898
10818308,0,0.676
10827214,0,0.486
10831976,0,0.57
10872116,1,0.755
10915818,1,0.356
10930263,1,0.723
10930272,0,0.953
10931999,0,0.538
10943309,0,0.326
10943583,0,0.868
10956808,0,0.289
10957017,0,0.692
10963231,0,0.44
10984225,0,0.502
10990852,0,0.762
10991373,0,0.478
11003703,1,0.73
11037328,1,0.598
11068661,1,0.918
11068952,0,0.444
11070671,0,0.332
11087528,1,0.689
11093718,0,0.807
11109099,0,0.501
11120839,0,0.676
11127488,0,0.257
11153566,0,0.66
11157339,0,0.424
11165725,0,0.767
11165735,0,0.52
11166035,1,0.695
11170038,1,0.886
11183169,1,0.676
11210775,1,0.627
11232268,1,0.837
11238090,1,0.837
11315692,1,0.514
11355155,1,0.741
11374952,0,0.818
11379189,1,0.575
11393575,1,0.739
11409963,1,0.828
11410684,1,0.902
11410685,0,0.8
11416712,1,0.735
11431660,1,0.602
11483494,0,0.483
11494486,1,0.454
11508045,1,0.715
11514633,0,0.614
11537416,0,0.618
11537813,1,0.907
11551695,1,0.679
11561326,1,0.717
11574168,1,0.721
11586724,0,0.826
11600260,1,0.722
11605387,1,0.796
11647153,1,0.517
11657292,1,0.812
11677991,1,0.66
11726902,0,0.506
11735178,0,0.63
11743552,1,0.48
11748577,1,0.95
11757907,0,0.402
11769017,1,0.803
11769239,1,0.695
11775581,0,0.619
11776007,1,0.484
11777874,1,0.55
11783474,1,0.345
11783824,1,0.738
11790492,1,0.707
11809688,1,0.867
11836680,1,0.814
11899148,1,0.606
11915137,1,0.51
2016371887,1,0.696
2016379611,1,0.986
2017069086,0,0.468
2017072640,1,0.44
2017076327,0,0.718
2017084268,1,0.533
2017242847,1,0.699
2017243582,1,0.8
2017371506,1,0.739
2018007404,1,0.799
2018025108,0,0.358
2018033427,1,0.617
2018039618,1,0.655
2018061393,1,0.791
2018070872,0,0.541
2018189980,0,0.654
2018211652,1,0.823
2018330818,0,0.424
2019065498,1,0.607
2019082255,0,0.683
2019095430,1,0.763
2019108448,1,0.769
2019385590,1,0.461
2019385628,1,0.756
2019392291,1,0.554
2020014650,1,0.676
2020043492,1,0.663
2020065813,0,0.304
2020075000,1,0.731
2020099728,0,0.475
2020126557,1,0.296
2020151258,1,0.833
2020170542,0,0.139
2020175383,1,0.54
2020225050,0,0.262
2020311350,1,0.692
2020396190,0,0.418
2021001216,1,0.668
2021049452,1,0.489
2021097644,1,0.612
2021110158,0,0.645
2021117842,1,0.64
2021118035,1,0.564
US9261901B2,0,0.018
US9452963B2,0,0.032
US9115075B2,0,0.073
US9796135B2,0,0.004
US9795682B2,0,0.114
US9392445B2,0,0.249
US9022134B2,0,0.025
US7708473B2,0,0.011
US9532849B2,0,0.001
US9791320B2,0,0.002
US9850724B2,0,0.021
US7764046B2,0,0.06
US10092923B2,0,0.037
US4746040A,0,0.002
US9356400B2,0,0.009
US9988763B2,0,0.037
US9245551B2,0,0.035
US4529771A,0,0.066
US9220693B2,0,0.026
US6143223A,0,0.012
US9371955B2,0,0.04
US6215214A,0,0.001
US6174958A,0,0.094
US9778294B2,0,0.009
US9997848B2,0,0.023
US5876620A,0,0.005
US9991574B2,0,0.013
US7162816B2,0,0.026
US9766159B2,0,0.04
US6649698B1,0,0.065
US8944700B2,0,0.001
US9397206B2,0,0.005
US9341682B2,0,0.218
US8858184B2,0,0.017
US9206079B2,0,0.011
US8105392B2,0,0.003
US6027800A,0,0.015
US5184173A,0,0.171
US5579875A,0,0.009
US8267613B2,0,0.001
US9384713B1,0,0.296
US5693521A,0,0.053
US8985225B2,0,0.0
US9490229B2,0,0.036
US9828842B2,0,0.011
US9347086B2,0,0.034
US9360001B2,0,0.001
US10039696B2,0,0.06
US10081732B2,0,0.014
US6328256A,0,0.006
US7470380B2,0,0.003
US7243515B2,0,0.01
US5905021A,0,0.01
US4545606A,0,0.0
US5492447A,0,0.003
US4903062A,0,0.109
US5456147A,0,0.0
US4867770A,0,0.03
US10003434B2,0,0.286
US4710062A,0,0.0
US8594656B2,0,0.14
US9968356B2,0,0.01
US9537254B2,0,0.004
US9066504B2,0,0.001
US4621864A,0,0.0
US9227938B2,0,0.126
US6628869B2,0,0.007
US6381412B1,0,0.061
US8944304B2,0,0.0
US9506292B2,0,0.013
US8763979B2,0,0.002
US10048469B2,0,0.114
US9066587B1,0,0.0
US8485381B2,0,0.008
US7850137B2,0,0.041
US9313870B2,0,0.049
US10113437B2,0,0.038
US10043562B2,0,0.013
US6971718B2,0,0.004
US9689278B2,0,0.002
US9428879B2,0,0.006
US7790540B2,0,0.024
US6545233B2,0,0.017
US4787703A,0,0.026
US9969707B2,0,0.036
US9636393B2,0,0.053
US9970097B2,0,0.002
US9462737B2,0,0.003
US7743870B2,0,0.005
US7137154B2,0,0.0
US7075135B2,0,0.033
US10000229B2,0,0.002
US9381093B1,0,0.017
US9327266B2,0,0.007
US9458720B2,0,0.029
US10136786B2,0,0.006
US5722275A,0,0.033
US4763229A,0,0.007
US5170861A,0,0.006
US4792208A,0,0.026
US9882296B1,0,0.005
US10087042B2,0,0.001
US8403587B2,0,0.002
US9416245B2,0,0.038
US6569717B1,0,0.006
US10046943B2,0,0.001
US9308184B2,0,0.02
US10023926B2,0,0.004
US9210425B2,0,0.352
US9975589B2,0,0.01
US4925410A,0,0.003
US9241496B2,0,0.019
US10064506B2,0,0.002
US7766153B2,0,0.006
US9399247B2,0,0.004
US9332744B2,0,0.002
US9255169B2,0,0.073
US9581405B2,0,0.0
US7627384B2,0,0.004
US4689516A,0,0.0
US10130147B2,0,0.004
US9184532B2,0,0.004
US9926286B2,0,0.086
US8148748B2,0,0.054
US9753768B2,0,0.229
US9457334B2,0,0.054
US9322399B2,0,0.0
US9427010B2,0,0.016
US9166464B2,0,0.005
US9902421B2,0,0.014
US9787150B2,0,0.015
US10072100B2,0,0.057
US9653224B2,0,0.001
US9758747B2,0,0.018
US4599436A,0,0.023
US9347545B2,0,0.019
US7726046B2,0,0.004
US7810407B2,0,0.049
US9394033B2,0,0.005
US9550153B2,0,0.002
US10087922B2,0,0.0
US9069071B1,0,0.196
US8952426B2,0,0.006
US9497295B2,0,0.273
US5415034A,0,0.022
US10023627B2,0,0.036
US8414731B2,0,0.051
US4731219A,0,0.019
US8523873B2,0,0.005
US9039438B2,0,0.009
US9572239B2,0,0.0
US9669279B2,0,0.002
US8805316B2,0,0.168
US9969342B2,0,0.006
US10017586B2,0,0.008
US10094209B2,0,0.037
US7311430B2,0,0.017
US9010693B1,0,0.106
US9072486B2,0,0.014
US8945139B2,0,0.001
US8844363B2,0,0.025
US9406440B2,0,0.035
US9302598B2,0,0.005
US5388694A,0,0.015
US9397464B2,0,0.099
US5865529A,0,0.07
US8985928B2,0,0.008
US9885255B2,0,0.017
US6702933B2,0,0.011
US7008839B2,0,0.012
US9545051B2,0,0.002
US8926898B2,0,0.025
US7322982B2,0,0.011
US7760240B2,0,0.214
US5121527A,0,0.004
US6610949B2,0,0.001
US4954107A,0,0.002
US7402515B2,0,0.027
US7364295B2,0,0.083
US7298410B2,0,0.032
US9169699B2,0,0.005
US9159549B2,0,0.101
US4640213A,0,0.061
US8801480B2,0,0.004
US9623972B2,0,0.0
US10141925B1,0,0.058
US10129809B2,0,0.153
US9069693B2,0,0.301
US9513234B2,0,0.101
US10075154B1,0,0.126
US10027230B2,0,0.16
US9831078B2,0,0.11
US9324494B2,0,0.024
US9618690B2,0,0.008
US9061541B2,0,0.061
US10011669B2,0,0.009
US8414996B2,0,0.156
US10124774B2,0,0.001
US9642485B2,0,0.004
US9252047B2,0,0.015
US9860979B2,0,0.003
US9623556B1,0,0.039
US5485165A,0,0.044
US7874240B2,0,0.006
US7696110B2,0,0.025
US8157584B2,0,0.003
US7669390B2,0,0.003
US8911852B2,0,0.024
US7227053B2,0,0.093
US8222350B2,0,0.021
US10113549B2,0,0.062
US5299117A,0,0.112
US4771627A,0,0.002
US10127739B2,0,0.107
US6758599B2,0,0.008
US10103925B2,0,0.246
US10043846B2,0,0.002
US10035743B1,0,0.054
US9357556B2,0,0.106
US9035161B2,0,0.006
US10052064B2,0,0.058
US10001195B2,0,0.021
US9714737B2,0,0.02
7643990,0,0.446
7689416,1,0.728
7713127,1,0.681
7835910,0,0.568
7912718,0,0.692
8032383,1,0.451
8265930,1,0.787
8423366,1,0.736
8447713,1,0.792
8497859,1,0.743
8589164,0,0.642
8589262,0,0.387
8653349,0,0.904
8804035,0,0.664
8886520,1,0.999
8909534,1,0.793
9159329,1,0.86
9275457,0,0.709
9367763,1,0.96
9436953,1,0.755
9508338,1,0.889
9608942,1,0.664
9679554,1,0.824
9697197,1,0.999
9697822,1,0.693
9754219,0,0.334
9786084,1,0.882
9798653,1,0.726
9922376,0,0.498
9959868,0,0.677
9978359,1,0.788
10008193,1,0.588
10019525,1,0.641
10049477,1,0.925
10091545,1,0.65
10154242,1,0.763
10229672,1,0.913
10325201,1,0.917
10325599,0,0.659
10332513,1,0.832
10332517,0,0.62
10373023,1,0.745
10379995,0,0.441
10380724,1,0.772
10446147,1,0.645
10475438,1,0.951
10510358,0,0.534
10515637,1,0.709
10552667,1,0.886
10572953,0,0.437
10607298,0,0.624
10607598,1,0.89
10616257,0,0.639
10635941,1,0.946
10664718,1,0.864
10692002,1,0.822
10719779,1,0.682
10720157,0,0.793
10769848,1,0.678
10796381,0,0.511
10810725,0,0.821
10818043,1,0.688
10839809,0,0.842
10884710,1,0.6
10904212,1,0.421
10916050,1,0.562
10922788,1,0.918
10963812,1,0.699
10963823,0,0.578
10965948,0,0.728
11017123,0,0.512
11049481,1,0.658
11064113,0,0.706
11069353,0,0.912
11077367,1,0.802
11107228,1,0.747
11113771,1,0.575
11138249,0,0.56
11138781,1,0.519
11146598,0,0.416
11194973,0,0.666
11232266,1,0.577
11256402,1,0.769
11263407,1,0.517
11270164,1,0.831
11271984,0,0.736
11275903,1,0.756
11302310,0,0.946
11314945,1,0.873
11321729,0,0.307
11354490,1,0.677
11403800,1,0.975
11445065,0,0.477
11461952,1,0.841
11514493,1,0.778
11537902,0,0.708
11544881,1,0.58
11557292,0,0.674
11568148,1,0.92
11568576,1,0.584
11574624,1,0.65
11604966,1,0.678
11651390,1,0.563
11659085,1,0.323
11689601,1,0.421
11710479,1,0.856
11721023,0,0.643
11727596,1,0.95
11740372,1,0.509
11741302,1,0.712
11741996,1,0.896
11755888,1,0.503
11763086,1,0.796
11763809,1,0.838
11763849,1,0.677
11783813,1,0.85
11793725,0,0.297
11797780,1,0.704
11817088,1,0.831
11830476,1,0.958
11896902,1,0.743
2016379252,1,0.557
2017032245,0,0.362
2017143207,0,0.376
2017243520,0,0.319
2017243600,0,0.608
2017309269,1,0.899
2017316453,0,0.534
2018082184,1,0.769
2018190294,1,0.869
2018247183,1,0.488
2018301144,1,0.597
2018332167,0,0.39
2019019304,0,0.406
2019057081,1,0.833
2019087677,1,0.816
2019114593,0,0.458
2019147029,0,0.717
2019294669,1,0.952
2019311716,1,0.747
2019340648,0,0.473
2019362709,1,0.669
2019369924,0,0.373
2019370616,1,0.565
2019371476,1,0.565
2020004790,1,0.704
2020026766,1,0.83
2020035241,1,0.891
2020058288,1,0.888
2020066250,1,0.558
2020143384,1,0.53
2020151561,1,0.547
2020211134,0,0.231
2020211529,1,0.888
2020226216,1,0.773
2020265394,0,0.3
2020304446,1,0.326
2020312457,1,0.607
2020394258,1,0.939
2020401764,1,0.702
2021073833,1,0.734
2021089903,1,0.586
2021090690,1,0.304
2021097402,0,0.737
2021110207,0,0.496
2021110815,1,0.798
2021125592,1,0.687
US7070215B2,0,0.006
US9018239B2,0,0.014
US9616574B2,0,0.002
US9638111B2,0,0.032
US9085449B2,0,0.066
US10105730B2,0,0.07
US9080016B2,0,0.06
US9831482B2,0,0.013
US9034972B2,0,0.009
US9883739B1,0,0.084
US9044242B2,0,0.024
US5293181A,0,0.024
US9907993B2,0,0.021
US8835365B2,0,0.012
US9468195B2,0,0.001
US9936680B2,0,0.071
US9723883B1,0,0.008
US9381755B2,0,0.019
US8445113B2,0,0.001
US8663950B2,0,0.114
US9186524B2,0,0.022
US10117337B2,0,0.009
US9115326B2,0,0.022
US9518026B2,0,0.116
US9343350B2,0,0.002
US6769529B2,0,0.005
US5325406A,0,0.004
US6292060A,0,0.094
US9674938B2,0,0.003
US9922878B2,0,0.003
US8182014B2,0,0.024
US10058938B2,0,0.004
US9966614B2,0,0.001
US9932084B2,0,0.001
US6152693A,0,0.008
US9533741B2,0,0.01
US9758255B1,0,0.042
US9740647B1,0,0.216
US9994679B2,0,0.017
US9657422B2,0,0.004
US9399554B2,0,0.071
US9062191B2,0,0.067
US9402687B2,0,0.027
US9184522B1,0,0.0
US4774536A,0,0.204
US7858846B2,0,0.054
US9902620B2,0,0.019
US9163375B2,0,0.052
US8704004B2,0,0.015
US9385428B2,0,0.053
US6361755B1,0,0.05
US6843517B2,0,0.0
US9855487B2,0,0.001
US6175324A,0,0.173
US9587364B2,0,0.049
US9090850B1,0,0.036
US9326439B2,0,0.005
US7322619B2,0,0.002
US9563045B2,0,0.0
US5984618A,0,0.001
US9914812B2,0,0.015
US6872024B2,0,0.009
US9622636B1,0,0.035
US10137568B2,0,0.051
US9527772B2,0,0.04
US7445053B2,0,0.0
US9897751B2,0,0.018
US7431321B2,0,0.003
US6815234B2,0,0.042
US10132345B2,0,0.0
US8962880B2,0,0.025
US9680136B2,0,0.027
US5050813A,0,0.003
US7243992B2,0,0.002
US9702167B2,0,0.01
US4863625A,0,0.021
US9624953B2,0,0.018
US4928124A,0,0.12
US4915908A,0,0.013
US9601707B2,0,0.008
US9334734B2,0,0.011
US5597336A,0,0.007
US7509872B2,0,0.264
US5875916A,0,0.002
US9280912B2,0,0.006
US4677148A,0,0.007
US5937790A,0,0.02
US9353534B2,0,0.003
US5968810A,0,0.06
US9180749B2,0,0.002
US9670779B2,0,0.001
US10082411B2,0,0.001
US10133306B2,0,0.021
US9415379B2,0,0.052
US9027511B2,0,0.05
US10039508B2,0,0.03
US9054865B2,0,0.206
US4736957A,0,0.0
US7823425B2,0,0.001
US8845606B2,0,0.005
US4907914A,0,0.0
US9328056B2,0,0.014
US9881896B2,0,0.031
US9309264B2,0,0.049
US8552330B2,0,0.001
US9087414B2,0,0.007
US7715013B2,0,0.201
US6615016B2,0,0.034
US9895814B2,0,0.012
US9044344B2,0,0.0
US6476140B2,0,0.006
US7208853B2,0,0.001
US8969970B2,0,0.01
US10004136B2,0,0.044
US6380305B1,0,0.004
US9378506B1,0,0.24
US9302389B2,0,0.007
US9637141B2,0,0.008
US9862223B2,0,0.009
US9739350B2,0,0.003
US5683138A,0,0.0
US9962219B2,0,0.002
US10111377B2,0,0.01
US9758720B2,0,0.062
US9145667B1,0,0.088
US9468137B1,0,0.016
US10053915B2,0,0.005
US9751575B2,0,0.008
US9340276B2,0,0.006
US9994295B2,0,0.022
US9890099B2,0,0.055
US10032390B2,0,0.002
US7541516B2,0,0.061
US10004755B2,0,0.099
US8857655B2,0,0.002
US9677858B1,0,0.059
US8995338B2,0,0.257
US5304592A,0,0.028
US9155808B2,0,0.014
US9857002B2,0,0.025
US9394617B2,0,0.009
US9707173B2,0,0.018
US9791013B2,0,0.0
US5188749A,0,0.058
US9788848B2,0,0.008
US8800829B2,0,0.011
US8981157B2,0,0.006
US7932572B2,0,0.002
US4711322A,0,0.005
US9809399B1,0,0.035
US7798235B2,0,0.0
US7385963B1,0,0.191
US9559461B1,0,0.038
US8961499B2,0,0.001
US8036367B2,0,0.064
US6579035B1,0,0.01
US7739809B2,0,0.004
US6243968A,0,0.052
US9433703B2,0,0.024
US5027958A,0,0.002
US8167561B2,0,0.021
US8171675B2,0,0.013
US5475379A,0,0.013
US9581092B2,0,0.058
US6060718A,0,0.014
US9117430B2,0,0.089
US7854462B2,0,0.005
US10060639B2,0,0.038
US9397468B2,0,0.095
US10039523B2,0,0.059
US9677880B2,0,0.14
US9026322B2,0,0.049
US9106002B2,0,0.0
US9925041B2,0,0.014
US5052956A,0,0.0
US8395531B2,0,0.041
US9481272B2,0,0.001
US6526046B1,0,0.14
US9518764B2,0,0.003
US8033278B2,0,0.005
US6160065A,0,0.04
US9371994B2,0,0.034
US5618488A,0,0.008
US5255030A,0,0.185
US7205541B1,0,0.007
US8663190B2,0,0.012
US8028939B2,0,0.079
US5580649A,0,0.019
US10092781B2,0,0.021
US9775737B2,0,0.012
US9786755B2,0,0.003
US4708628A,0,0.001
US10092337B2,0,0.067
US8082086B2,0,0.065
US10103452B2,0,0.009
US9449809B2,0,0.019
US9509679B2,0,0.266
US9289855B2,0,0.007
US9034418B2,0,0.094
US9375550B2,0,0.0
US9151768B2,0,0.079
US9321187B2,0,0.014
US8097140B2,0,0.063
US9265985B2,0,0.006
US9863367B2,0,0.012
US9272008B2,0,0.103
US9990020B2,0,0.187
US9565763B2,0,0.037
US9174345B2,0,0.006
US9630882B2,0,0.017
US9272718B2,0,0.004
US9010737B2,0,0.001
US9235946B2,0,0.167
US7953039B2,0,0.204
US10103122B2,0,0.022
US7097651B2,0,0.004
US5909298A,0,0.021
US5184446A,0,0.008
US9924844B1,0,0.011
US9464154B2,0,0.007
US9234549B2,0,0.018
US9180047B2,0,0.001
