id,Actual,Support Vector Classifier (RBF),Naive Bayes,Logistic Regression,Random Forest,Ensemble
11830476,1,0.9886875926064733,0.9930926583798255,0.9623356226628769,0.735,0.9177139876902431
2016239865,0,0.2734614838053902,0.973062632019989,0.7909094765703215,0.668,0.6366488984398939
2016283469,1,0.8377284834496614,0.9600659709549839,0.8881771853228198,0.683,0.8304560049189453
2017124187,1,0.9420594823392632,0.9563875403217786,0.8740864004980025,0.425,0.7981048999780451
2017270948,1,0.0931778674606528,0.9334392930121096,0.7576534310354353,0.693,0.60819549798983
2017330388,1,0.4298894113766579,0.8019693035242563,0.8039399186703574,0.627,0.6293526615658858
2017358003,0,0.00021186571447712307,0.5146165600285263,0.16175251865052576,0.318,0.247096345703612
2018090132,1,0.948011367758584,0.9829158946289348,0.9220054604752509,0.769,0.9034114071867498
2018131642,1,0.34751474191631937,0.879179358471333,0.554324458045242,0.397,0.5032703021231182
2018203851,1,0.9640690638090189,0.9869132050434846,0.9534929651292847,0.689,0.9040420196492144
2018301144,1,0.9603638547233176,0.9546322340881195,0.9251267338512835,0.591,0.864509260569609
2018330742,1,0.8680484501818487,0.9377372126126592,0.9184964188804061,0.786,0.8691018110064048
2018330818,0,0.014072998903793252,0.5894375196600176,0.40281044881184647,0.236,0.31399430926346683
2018331839,1,0.635450453779234,0.9379951024532595,0.8072895227540847,0.534,0.6890765128229137
2019013012,1,0.6317200454558356,0.9760732953773826,0.690513337509025,0.519,0.6560206788165972
2019019500,1,0.997283686011589,0.9938347934488133,0.965971538470767,0.828,0.9454498910576263
2019043076,0,2.0089584382378307e-05,0.22656558479005043,0.047551774343523534,0.077,0.08577956995852601
2019065449,1,0.9999998810071206,0.9931145891078629,0.9957647639015963,0.775,0.941219835395551
2019065498,1,1.556600653691548e-05,0.7326535307148626,0.09386924390626838,0.394,0.2976308622674746
2019066676,1,0.21350002758847517,0.8351847698659288,0.8048840566426869,0.626,0.5841685396010357
2019080425,0,0.0003680657945844458,0.7308056902551858,0.1303823050984626,0.197,0.2670549948855173
2019082065,0,0.11563161745549898,0.625016026646041,0.5570032457443073,0.285,0.38076470630471976
2019114593,0,0.0050642706701919515,0.7671053203866316,0.2663544604529921,0.221,0.30906084471131035
2019371295,1,0.9999865797919187,0.9929247532373556,0.9811964940687273,0.803,0.9442794017399091
2019392291,1,0.2283203898382604,0.8776053292192526,0.7837280585542419,0.652,0.6012667046256391
2020075000,1,0.510586859298927,0.9844642929509387,0.8302376523631405,0.635,0.6942440536338044
2020092519,0,0.9545643674637667,0.9864750434962176,0.9298181153240529,0.76,0.9005941636162077
2020142926,1,0.8854638326533858,0.9865552806785024,0.8952093298792644,0.794,0.8839529277908568
2020151258,1,0.9675247668401813,0.9892651551481818,0.9085023470201918,0.709,0.896655854527739
2020151458,1,0.694237942290805,0.8591207280392299,0.8700916245153661,0.542,0.714799442764167
2020226216,1,0.38722356118806367,0.9716598100425935,0.7423151804999163,0.725,0.6681411854542711
2020226327,1,0.9999998937244358,0.9982301022259302,0.9915919943806506,0.885,0.9717055216627957
2020258608,0,0.00740412314210418,0.8041259205648593,0.30375649506694036,0.195,0.32453203060037367
2020265394,0,0.001263798229518105,0.628545980484693,0.2516075412100047,0.223,0.27257439697086655
2020279024,1,0.9999997380570735,0.9931619548156063,0.9914429791655088,0.855,0.9594012260148332
2020410285,1,0.4144005686986983,0.9443003582532311,0.7848900748759967,0.696,0.6679793708964894
2021042622,1,0.04024010529566102,0.8659121227975548,0.6292870747818929,0.619,0.5330267615063449
2021117893,1,0.8325756677502609,0.9850606177704545,0.8931021298220884,0.514,0.7939907477610705
2021125691,1,0.5,0.9417555472035439,0.807381318381555,0.623,0.6685110146844461
US6507704B2,0,0.00040863216441345743,0.14140953767984552,0.1026646710307583,0.025,0.06827763608110343
US9616574B2,0,7.255501911514084e-05,0.0012440901938404081,0.024564394452108784,0.0,0.006453223851632594
US9261901B2,0,1.5240963998278492e-05,0.0023640621481042763,0.014496887003504403,0.002,0.004715401614500486
US10130979B2,0,0.00017264740921754622,0.04017716395294675,0.07581427922534531,0.018,0.03175103604614246
US9919923B2,0,0.00010842521313652631,0.036198220743854946,0.04962045031299769,0.002,0.021956467877448933
US10105730B2,0,0.00023518625823244405,0.03922831042633412,0.08275980073120034,0.184,0.08050165763789785
US9591808B2,0,4.740291184590414e-05,0.0014150580310730674,0.01879179603932788,0.001,0.005552369541313853
US9034972B2,0,9.819802789844661e-05,0.059226323146564536,0.054559495995815124,0.0,0.02844804995141418
US9532849B2,0,4.2439890168827815e-05,0.0008627079180856562,0.01933976221872034,0.0,0.005051190754471637
US10086944B2,0,0.00045010024563546937,0.04673032198098111,0.08327941454784532,0.005,0.033762654924938844
US9205449B1,0,0.0001856342784284494,0.005742725765681149,0.041967143748155154,0.079,0.03618093639320248
US9789802B2,0,0.00012673806268243733,0.003893021477641643,0.03271402476358767,0.0,0.009653939210692668
US10065724B2,0,5.658255417327408e-05,0.017664059480913742,0.028948529978099553,0.012,0.014153961526813603
US9850724B2,0,0.00020129598128884886,0.008778698607279355,0.045081495418151346,0.006,0.01596887783247094
US9651291B2,0,0.00024587751415683465,0.02692324969303455,0.0520303743218727,0.0,0.020243293893037327
US9272360B2,0,0.0001209847925449366,0.00445482628157156,0.029795953358491403,0.02,0.014564752566617248
US9214704B2,0,0.00010202621834951416,0.014845147707234647,0.045280693437927594,0.001,0.015533131642445224
US9468195B2,0,4.2935680172043676e-05,0.0014145148798112696,0.020261781350205364,0.001,0.0059196554579826165
US7764046B2,0,6.779845633890506e-05,0.006853583997556768,0.027879994152416775,0.0,0.008684409680134089
US9833932B1,0,9.553891720848425e-05,0.010029834688336126,0.03759237690584222,0.038,0.02740709552341679
US6603853B1,0,1.4852870558802976e-05,0.04134568221724193,0.03387294387657168,0.015,0.021304815759456457
US9356400B2,0,2.654770515594044e-05,0.0006608896547390557,0.020868333866330257,0.022,0.011632629286155178
US9381755B2,0,7.830254201480015e-05,0.013140148200858825,0.032107140808773665,0.01,0.012563032421511851
US9766037B2,0,0.00010798348256227695,0.04148843862396608,0.05317612579105906,0.063,0.038167932273741434
US9186524B2,0,0.00011480393552081379,0.004124816989626017,0.04124850778461998,0.0,0.011595261331673382
US9556988B2,0,7.848241061116014e-05,0.007939294354504857,0.028175354303655847,0.002,0.009029875725976872
US5325406A,0,7.583032126306598e-05,0.0008672418044586819,0.019654664761783243,0.034,0.012631640359445341
US6536310B2,0,5.191276629967565e-05,0.0037387538953402694,0.025792631138488075,0.003,0.008633579204969148
US9426999B2,0,5.8676964717836234e-05,0.027652042860289137,0.03569922734143121,0.0,0.015838668627373008
US9373548B2,0,3.74647415699768e-05,0.005958393279668306,0.022138479514322174,0.001,0.0070247105283588185
US8829673B2,0,0.0003243142867101004,0.21871451283698926,0.10100039658645567,0.007,0.08168557946539343
US8659914B2,0,9.13590055364613e-05,0.0027456488757672546,0.027430328631820426,0.005,0.008295455062741833
US9766159B2,0,4.608846446501288e-05,0.017086316892313505,0.032767334142354956,0.001,0.012714046657318784
US9533741B2,0,0.0003231187229906513,0.008252727385349603,0.0550130268530452,0.0,0.015823259864336914
US9740647B1,0,8.306920043908255e-05,0.08822507261441069,0.0576860403229167,0.011,0.03922907887280054
US8936691B2,0,7.138792376301533e-05,0.012090550473559575,0.037529329705077025,0.002,0.01265605113333858
US6027800A,0,1.2063502603818119e-05,0.0023701945622491703,0.013568965185098735,0.0,0.004234913483009317
US4774536A,0,3.817164995991649e-05,0.013731388650811496,0.028786605648283354,0.046,0.022380002261434027
US7663020B2,0,0.0003295322810742809,0.31063866321877376,0.2545172223132525,0.229,0.20104595823060697
US9481529B2,0,6.478729421595503e-05,0.007102711674888324,0.03002615855535942,0.0,0.009533177966792185
US9856679B2,0,6.502328277150816e-05,0.001663202533628832,0.021795352337552816,0.003,0.007115603396697541
US8702176B2,0,0.0002448655342010034,0.007401549308880839,0.04733433426729501,0.001,0.013938834250896037
US7858846B2,0,0.00014878683802702308,0.22942034881796272,0.2186019560327562,0.122,0.1382582245355339
US8651539B1,0,8.78404450685971e-05,0.008965874219494407,0.0350679487206544,0.011,0.014009848081500118
US5941102A,0,4.447965906538677e-05,0.00325408879150954,0.02872643631136925,0.001,0.007995738283303551
US8708355B1,0,0.0005977085260211226,0.029972300840468875,0.09020951398640163,0.08,0.046809900318783265
US9490229B2,0,3.0282434124023767e-05,0.0014211964496580504,0.01956913769812358,0.0,0.005247963278654313
US9028753B2,0,6.468681603470029e-05,0.0007916701879578975,0.025926592127629013,0.0,0.00668052417124221
US9360001B2,0,0.00014969549678314767,0.002233445542117223,0.03448490389607036,0.003,0.009932255427611624
US7243515B2,0,4.475595631694704e-05,0.0009506420489051948,0.020169858442351966,0.0,0.0052807367336915965
US8416578B2,0,9.951698105370277e-05,0.00631620081673679,0.04277327667483972,0.005,0.013773990716607632
US9179818B2,0,0.00012055490413522079,0.005554902884096528,0.027985100535119618,0.02,0.014887049594971415
US6874698B1,0,0.0004022860776288213,0.03247818797879975,0.07308869753794346,0.194,0.07590063346635909
US7719079B2,0,3.589951337853585e-05,0.003044649297555074,0.025478732411759537,0.0,0.007631312779539028
US9587364B2,0,0.00018738956562302188,0.24666190298113355,0.20712921251231012,0.045,0.1254512879480118
US9090850B1,0,8.478908937673659e-05,0.09579452956370176,0.0546666027611734,0.011,0.03936661664750789
US7322619B2,0,8.877696431426499e-05,0.0007652692447336978,0.022516605081548444,0.007,0.0068218790598124635
US10056589B2,0,0.0001919870779311038,0.020127761295592426,0.049764026236313284,0.031,0.025226561274187813
US9563045B2,0,6.208378212218563e-05,0.0029567196313533156,0.02478589799249427,0.003,0.007686566147837657
US9003662B2,0,5.27366397753295e-05,0.0039039964229832546,0.03220772428913713,0.025,0.018028677340506182
US8651268B2,0,7.614177326718944e-05,0.04909535524639072,0.0442969426331046,0.014,0.025599244021607556
US7592653B2,0,5.1217900750580455e-05,0.007584701357117044,0.026471555385751012,0.014,0.009514785180796837
US5184547A,0,3.673056361627988e-05,0.012590369415003601,0.03322502442303367,0.001,0.01220432904429067
US8096608B2,0,6.225964206751408e-05,0.002348649719608018,0.022893376351124674,0.0,0.006311421411362437
US6631582B2,0,7.717438233079633e-05,0.008307055297350222,0.030887379563883936,0.011,0.011799797646463269
US9227938B2,0,0.00018279888110000027,0.06924637998981525,0.0549164995384647,0.002,0.03129412436230123
US7583031B1,0,3.500606648602659e-05,0.0029454356786878513,0.0232101346067894,0.051,0.017039345772508756
US5509703A,0,0.00011537127026677623,0.00128995742026549,0.033524834533879895,0.0,0.008705639769785336
US9630757B1,0,0.00013601153859583442,0.0006817881452764168,0.03137253403743716,0.008,0.008765954127773853
US8942004B2,0,5.2787478947813777e-05,0.005230604451308462,0.02935192451517862,0.006,0.009396380282938951
US6681881B2,0,4.287345681670162e-05,0.004642399637938399,0.026076698668151082,0.0,0.007680354949210695
US9903364B2,0,9.175469870932022e-05,0.019705865641844057,0.03464664045381433,0.001,0.014339594931832952
US8763979B2,0,0.00013359237524586715,0.0006093966410599848,0.026188108005614667,0.0,0.006951698339106171
US10025263B2,0,0.00025421548587081365,0.005472370387180411,0.05325676656765165,0.023,0.019937375096932705
US9120229B2,0,4.0658686750477614e-05,0.0020559468015380012,0.020116989583359546,0.058,0.020293778102434833
US9642217B2,0,0.000124136227527489,0.08687530191303838,0.04789658994405929,0.019,0.037195096197358835
US7850137B2,0,0.0001828875800656472,0.0042569902918230635,0.044786716745910296,0.004,0.013014333255162661
US6552088B2,0,0.00026884717324545114,0.19701249547750854,0.06868901031446228,0.0,0.06643082701258896
US9103499B2,0,0.00028960081519401054,0.0177116924800168,0.05525271441620786,0.003,0.018997069889905613
US10113437B2,0,0.00017609311048852897,0.045671601380862806,0.06125393381069678,0.01,0.028984636532492458
US5956359A,0,4.9058677917701145e-05,0.002749806574918717,0.02327672637894077,0.0,0.006507317324747411
US9250025B2,0,4.74521347506602e-05,0.002763735668089706,0.026945571531965983,0.002,0.008677983654906586
US9689278B2,0,7.643992199041135e-05,0.008159308806693863,0.040288505496840585,0.02,0.01836312871720157
US7413573B2,0,0.00014123393425434223,0.002063716939277256,0.0338098042147531,0.0,0.009220865524577465
US4859738A,0,3.490267717636762e-05,0.004110160589785629,0.025015742276970027,0.0,0.007281927285357866
US8011924B2,0,5.948085462458363e-05,0.04251099238433674,0.03659784641214187,0.01,0.02177807502271177
US9803131B2,0,0.0001791463954424246,0.0469694797157623,0.06027118905340822,0.007,0.02931348886524029
US9180749B2,0,4.799381817984527e-05,0.0016212746406395098,0.01862852665883046,0.011,0.009563116339136306
US6545233B2,0,2.0158892487904543e-05,0.0015525249025205635,0.014463631655379188,0.001,0.004504270283776073
US4787703A,0,9.591153354919535e-05,0.00887719829237834,0.033962017178027576,0.007,0.012211353835773944
US7743870B2,0,0.00012685570496573744,0.004604733042272982,0.042523929776509255,0.007,0.016034345821416558
US7823425B2,0,2.941144657514372e-05,0.0006200453984557434,0.016906602813495156,0.002,0.004382028512008059
US9881896B2,0,0.00014778280497649695,0.018514566585219456,0.04583969066910286,0.0,0.01634119084957293
US7715013B2,0,4.2924471177063245e-05,0.013452611963907696,0.034787427654438624,0.035,0.02331059111989338
US10136786B2,0,0.00011884539755360415,0.01186140436735146,0.04018358385293643,0.0,0.013013260407275658
US9895814B2,0,2.0387720127099387e-05,0.00040272668664942645,0.011921721648345934,0.051,0.01633134643305424
US9821958B2,0,6.2120893459639345e-06,0.0003412704767238112,0.007501912139088613,0.005,0.0032108506306884254
US7961454B2,0,4.4117882055519666e-05,0.005060661182518017,0.034622282121464114,0.0,0.009921336815646994
US5170861A,0,6.496709332353598e-05,0.002002867546252518,0.026917947004022676,0.021,0.008731167299541952
US8969970B2,0,8.486094038817798e-05,0.0020190334682214043,0.026917620043981568,0.0,0.00748549832317156
US9882296B1,0,0.00011442346894431372,0.009694264587178671,0.03540483532830568,0.003,0.012276697315935444
US10094416B2,0,7.796957557510469e-05,0.00040541412536234165,0.017605545079040025,0.0,0.004503943694961938
US9446955B2,0,0.0001471358588963721,0.0465206900415763,0.05234257912327541,0.005,0.02521842980612623
US9133036B2,0,0.00010321400702428527,0.009831999544829741,0.03465167246050418,0.002,0.011872613126648538
US7878085B2,0,2.4943327735385598e-05,0.00013164143207459458,0.012155524423205092,0.0,0.0033220911861498283
US10004136B2,0,0.0001369231413182037,0.008028348958873057,0.04732426161552506,0.049,0.02234054564872432
US7438861B2,0,0.0001396833933007108,0.009447410180039344,0.04678422584832014,0.002,0.014310360996437264
US9482246B2,0,5.667324327976645e-05,0.014621228100238255,0.030309580916405846,0.001,0.011233518008515155
US9302389B2,0,1.2590728486961243e-05,0.0008216492426297387,0.009697470324247403,0.001,0.0026299100566360674
US5112155A,0,2.1087460686255582e-05,0.00029430833725129597,0.012270144948463664,0.0,0.0036413575203104666
US9732906B2,0,7.749049120199158e-05,0.06210762681731118,0.045958346887146825,0.014,0.029267688301270908
US9012608B2,0,0.00010705805823587479,0.10607229114042685,0.05236030109998666,0.0,0.039609920520116755
US9241496B2,0,5.6818517959961804e-05,0.025082080698996045,0.045864555531357196,0.009,0.020237477363802606
US10111377B2,0,4.7633845065981916e-05,0.0057378883923385315,0.028441975666904235,0.033,0.017045625939709454
US7748171B2,0,0.00017107062768833832,0.006464358659082424,0.047305006541881835,0.0,0.013695481207836506
US7627384B2,0,0.00015642811825399534,0.010547723581658262,0.046263160761895725,0.156,0.05095553626814641
US4715401A,0,2.4694982660567742e-05,0.0050592608161631894,0.01804900189484217,0.005,0.006027361763390792
US4689516A,0,9.927208178605137e-05,0.0007291184499841414,0.030657266252659986,0.154,0.051848212652938624
US6855061B2,0,6.579573175117405e-05,0.002288342172145922,0.027338053371948133,0.027,0.014157577564420862
US10049278B2,0,5.110579795054021e-05,0.01556015992106552,0.048908477848530384,0.015,0.017867878512678886
US9018285B2,0,9.839124081702373e-05,0.01792919445062234,0.04804901009051507,0.004,0.017996150131083116
US5142919A,0,6.730281253241013e-05,0.0023299810873932962,0.026372103626748657,0.061,0.024426527274477187
US9523238B2,0,4.399105571016493e-05,0.0009965445379559335,0.019954286293050075,0.002,0.005738306590291108
US9964369B2,0,5.7616541069819386e-05,0.004903133493288548,0.025921963306504495,0.0,0.007707106549577144
