id,Actual,Random Forest
11445065,0,0.41
11514493,1,0.668
11514633,0,0.664
11544460,1,0.73
11546181,0,0.534
11568576,1,0.684
11574624,1,0.667
11581020,1,0.74
11600263,1,0.58
11604966,1,0.662
11605387,1,0.649
11605388,1,0.847
11631208,1,0.552
11631237,1,0.683
11640493,1,0.763
11647153,1,0.654
11657598,1,0.701
11687152,1,0.535
11688100,1,0.76
11694039,1,0.661
11699027,1,0.806
11709989,1,0.788
11735178,0,0.659
11740372,1,0.546
11748577,1,0.871
11749282,0,0.412
11757907,0,0.435
11769239,1,0.648
11804022,1,0.743
11830476,1,0.873
2016283469,1,0.774
2017124187,1,0.641
2017270948,1,0.696
2017316453,0,0.59
2017330388,1,0.694
2017358003,0,0.481
2018025108,0,0.552
2018090132,1,0.739
2018131642,1,0.634
2018203851,1,0.713
2018301144,1,0.764
2018330742,1,0.704
2018331839,1,0.602
2019013012,1,0.582
2019019500,1,0.735
2019065449,1,0.758
2019065498,1,0.548
2019066676,1,0.663
2019082255,0,0.661
2019114593,0,0.426
2019117088,0,0.39
2019340648,0,0.485
2019371295,1,0.823
2019392291,1,0.63
2020075000,1,0.702
2020142926,1,0.679
2020151258,1,0.798
2020151458,1,0.568
2020211134,0,0.373
2020226216,1,0.737
2020226327,1,0.822
2020279024,1,0.861
2020410285,1,0.702
2021042622,1,0.437
2021097274,0,0.601
2021117893,1,0.543
2021125691,1,0.475
7689416,1,0.753
7742919,1,0.906
7788262,1,0.684
7912718,0,0.729
7925496,1,0.738
8180725,1,0.64
8185400,1,0.826
8214213,0,0.734
8571871,1,0.773
8589262,0,0.385
8630844,1,0.939
8914284,1,0.839
9367763,1,0.896
9495955,1,0.755
9552548,0,0.432
9608942,1,0.692
9646587,1,0.708
9646601,1,0.62
9754206,0,0.431
9786084,1,0.826
9870797,0,0.634
9972127,1,0.76
9977773,1,0.961
10008209,1,0.755
10042836,0,0.538
10049477,1,0.838
10086261,0,0.51
10091358,1,0.433
10140981,1,0.795
10142485,0,0.5
10186252,1,0.941
10229111,1,0.727
10229672,1,0.826
10303978,0,0.577
10315536,0,0.369
10319365,1,0.94
10325201,1,0.803
10332513,1,0.723
10418024,1,0.799
10446126,1,0.725
10446147,1,0.636
10467274,1,0.56
10469665,0,0.349
10496754,1,0.746
10565989,0,0.577
10600408,1,0.726
10614031,0,0.841
10616257,0,0.514
10629176,0,0.844
10635941,1,0.875
10643131,1,0.756
10643600,1,0.955
10678406,0,0.58
10699695,1,0.868
10706867,1,0.824
10733240,0,0.632
10783398,1,0.637
10789606,0,0.496
10803646,1,0.979
10810725,0,0.769
10827214,0,0.489
10841251,1,0.466
10902191,1,0.785
10922788,1,0.861
10930272,0,0.813
10943309,0,0.402
10963493,0,0.4
10977783,0,0.677
10991373,0,0.478
10999434,1,0.605
11003703,1,0.687
11003865,0,0.736
11017123,0,0.498
11030726,0,0.675
11055514,1,0.791
11080607,1,0.615
11126826,0,0.732
11152031,0,0.467
11152123,1,0.504
11152785,1,0.672
11166035,1,0.64
11183169,1,0.708
11210775,1,0.745
11232266,1,0.693
11232793,0,0.691
11263534,0,0.516
11271984,0,0.64
11314922,1,0.571
11329933,1,0.834
11341698,0,0.735
11354490,1,0.648
11355155,1,0.661
11379189,1,0.555
11379747,0,0.561
11393575,1,0.61
11403800,1,0.929
11410684,1,0.875
11410685,0,0.767
11430434,0,0.708
11470279,0,0.73
11477142,0,0.565
11481559,1,0.715
11483494,0,0.687
11515041,0,0.741
11544881,1,0.718
11551695,1,0.623
11561326,1,0.715
11579841,0,0.61
11580968,1,0.846
11600260,1,0.703
11646007,1,0.785
11659085,1,0.394
11741965,1,0.908
11741996,1,0.868
11763849,1,0.674
11769017,1,0.714
11769312,1,0.67
11769531,1,0.703
11776007,1,0.401
11783474,1,0.643
11783813,1,0.829
11797780,1,0.721
11829474,0,0.645
11830463,1,0.75
11836680,1,0.763
11896902,1,0.79
11907885,1,0.471
2016164519,0,0.517
2016307239,1,0.54
2016371887,1,0.695
2016379252,1,0.49
2017018270,0,0.756
2017084266,1,0.768
2017178204,1,0.485
2017206328,1,0.631
2017243600,0,0.587
2017345412,1,0.81
2017366479,1,0.482
2018007404,1,0.751
2018018392,1,0.698
2018025112,1,0.483
2018039767,0,0.445
2018121784,0,0.482
2018150768,1,0.782
2018189797,0,0.499
2018357543,0,0.507
2019013017,1,0.484
2019042574,1,0.61
2019043482,1,0.733
2019272887,1,0.417
2019279644,1,0.78
2019294669,1,0.888
2019358906,0,0.62
2019370616,1,0.865
2020004790,1,0.691
2020026767,1,0.711
2020027439,1,0.799
2020035350,1,0.517
2020065813,0,0.393
2020066250,1,0.615
2020099728,0,0.414
2020143384,1,0.566
2020167864,0,0.379
2020304446,1,0.397
2020396190,0,0.407
2021035340,1,0.642
2021065033,1,0.685
2021089904,1,0.602
2021103645,0,0.466
2021117733,1,0.617
2021117842,1,0.629
7657289,1,0.562
7720683,0,0.623
7761296,1,0.825
8032383,1,0.437
8041565,1,0.834
8065089,0,0.602
8103505,1,0.847
8183451,1,0.595
8296257,0,0.579
8355903,1,0.947
8422798,1,0.787
8422799,1,0.792
8447713,1,0.683
8571859,1,0.781
8596640,0,0.668
8653349,0,0.74
8660678,0,0.688
8671149,0,0.192
8688434,1,0.947
8751236,1,0.689
8818768,1,0.708
8909534,1,0.772
9286877,1,0.842
9418385,0,0.444
9484014,1,0.855
9558428,1,0.622
9589578,1,0.513
9653093,1,0.814
9710829,1,0.665
9922376,0,0.477
9922641,1,0.855
9928835,1,0.647
9934515,0,0.794
10068557,1,0.818
10091545,1,0.542
10127918,1,0.575
10163436,1,0.768
10176809,1,0.678
10325599,0,0.621
10373023,1,0.775
10380724,1,0.702
10387970,1,0.366
10418033,1,0.616
10445356,1,0.778
10467347,1,0.727
10484542,1,0.67
10489393,1,0.758
10504504,1,0.757
10510358,0,0.667
10515637,1,0.613
10572953,0,0.364
10614207,1,0.756
10628931,1,0.69
10658005,1,0.984
10692602,0,0.522
10706837,1,0.78
10719596,0,0.84
10884710,1,0.605
10885423,0,0.683
10885707,1,0.691
10908950,0,0.366
10915818,1,0.473
10929485,0,0.387
10944867,1,0.41
10963823,0,0.523
10984225,0,0.593
11037554,1,0.659
11064252,1,0.602
11082369,0,0.788
11093718,0,0.722
11094007,0,0.319
11094134,1,0.836
11107591,1,0.5
11113862,0,0.612
11127488,0,0.483
11158207,0,0.316
11165725,0,0.678
11165735,0,0.556
11171904,0,0.531
11176443,0,0.818
11176930,0,0.471
11210062,1,0.638
11223580,0,0.518
11250635,1,0.708
11256402,1,0.707
11263407,1,0.583
11264140,0,0.639
11308657,1,0.639
11328480,1,0.788
11354599,0,0.621
11361571,1,0.848
11374952,0,0.681
11409963,1,0.783
11430467,0,0.515
11436438,1,0.732
11475334,0,0.436
11494486,1,0.512
11508042,1,0.596
11509995,1,0.587
11514948,1,0.873
11556335,1,0.729
11556722,1,0.754
11568148,1,0.804
11582485,0,0.683
11582519,1,0.583
11641384,0,0.4
11645479,1,0.865
11651390,1,0.495
11677991,1,0.714
11689486,0,0.771
11706492,1,0.636
11710479,1,0.84
11721023,0,0.61
11727596,1,0.915
11736556,0,0.385
11740862,1,0.684
11743552,1,0.487
11755888,1,0.623
11763453,1,0.554
11763809,1,0.712
11775581,0,0.636
11777874,1,0.632
11790884,1,0.88
11809688,1,0.791
11830159,1,0.742
11842144,1,0.695
2016189705,0,0.718
2016210663,0,0.47
2016239865,0,0.765
2016328014,1,0.692
2017143207,0,0.545
2017169822,0,0.853
2017199958,0,0.472
2017242847,1,0.745
2018068329,1,0.659
2018101770,1,0.587
2018190294,1,0.789
2018247183,1,0.575
2018330818,0,0.446
2018351899,0,0.631
2019005013,1,0.695
2019019304,0,0.585
2019037261,1,0.535
2019043076,0,0.419
2019087677,1,0.757
2019130896,1,0.786
2019149490,1,0.535
2019164632,1,0.578
2019214013,1,0.695
2019318433,0,0.306
2019362709,1,0.631
2019385590,1,0.618
2019392858,1,0.71
2020019370,1,0.844
2020026766,1,0.838
2020058290,1,0.858
2020092519,0,0.59
2020111476,1,0.798
2020162736,1,0.61
2020170542,0,0.427
2020175383,1,0.548
2020293719,1,0.585
2020311350,1,0.659
2020358967,1,0.752
2020395008,1,0.921
2021074377,1,0.461
2021085558,1,0.561
2021089903,1,0.662
2021090690,1,0.6
2021103834,0,0.63
2021125614,1,0.5
6516298,1,0.888
6542867,1,0.812
7643990,0,0.65
7664313,1,0.849
8135260,1,0.695
8204842,1,0.837
8423366,1,0.718
8428228,0,0.211
8467524,0,0.42
8487176,1,0.875
8510112,1,0.715
8644464,1,0.599
8650035,1,0.746
8764561,0,0.391
8775161,1,0.937
8818793,1,0.774
8886520,1,0.937
8949125,1,0.648
9240178,1,0.748
9304660,0,0.446
9367950,1,0.524
9384451,0,0.587
9466292,1,0.793
9508338,1,0.816
9633048,1,0.788
9697178,1,0.917
9697197,1,0.967
9754219,0,0.308
9761222,1,0.499
9792889,1,0.646
9978359,1,0.744
10021276,1,0.697
10140089,0,0.744
10147428,1,0.84
10147439,0,0.529
10154242,1,0.722
10171662,1,0.474
10186251,1,0.781
10272341,1,0.538
10296552,0,0.647
10311334,1,0.786
10327661,0,0.457
10334328,1,0.792
10365887,1,0.562
10418032,1,0.746
10468019,0,0.831
10481579,1,0.521
10490195,1,0.66
10496884,1,0.755
10539881,0,0.547
10546409,1,0.692
10593328,0,0.379
10594840,1,0.498
10600414,0,0.199
10628185,1,0.686
10628930,1,0.832
10645225,1,0.849
10650306,1,0.717
10652565,1,0.675
10657201,1,0.883
10678402,1,0.654
10692489,1,0.807
10699079,1,0.816
10701394,0,0.587
10769848,1,0.694
10796381,0,0.452
10818043,1,0.733
10818308,0,0.75
10839269,0,0.655
10839809,0,0.724
10849585,0,0.595
10872116,1,0.76
10930263,1,0.735
10931999,0,0.594
10937542,1,0.616
10943072,1,0.84
10945051,1,0.783
10956808,0,0.501
10963231,0,0.571
10970188,0,0.483
10983446,0,0.67
10990619,1,0.558
10991154,1,0.658
10992604,1,0.507
11050885,1,0.622
11068661,1,0.777
11107228,1,0.757
11109099,0,0.46
11113578,1,0.747
11113771,1,0.535
11121987,1,0.46
11122238,0,0.676
11127225,0,0.868
11144846,1,0.661
11146598,0,0.487
11194973,0,0.526
11238090,1,0.949
11252113,1,0.779
11256995,0,0.525
11270164,1,0.67
11276434,1,0.696
11302310,0,0.858
11302329,0,0.451
11314945,1,0.772
11315692,1,0.457
11341699,1,0.685
11356390,0,0.43
11393451,0,0.714
11431660,1,0.634
11445989,0,0.722
11461774,1,0.614
11461952,1,0.8
11475276,1,0.609
11488634,1,0.642
11501079,1,0.726
11537416,0,0.492
11537902,0,0.578
11557292,0,0.65
11564194,0,0.369
11580673,1,0.826
11586724,0,0.706
11676163,0,0.404
11689601,1,0.568
11714877,1,0.722
11721325,1,0.796
11726902,0,0.62
11735158,1,0.821
11790876,1,0.623
11791018,1,0.486
11793725,0,0.429
11837021,1,0.735
11915137,1,0.531
11926332,1,0.455
2016379611,1,0.849
2017068514,0,0.567
2017072640,1,0.674
2017083933,0,0.622
2017084274,1,0.821
2017225077,1,0.497
2017235888,1,0.692
2018039618,1,0.534
2018061393,1,0.728
2018070872,0,0.543
2018077460,1,0.683
2018082388,0,0.581
2018189980,0,0.724
2018211652,1,0.809
2018294059,1,0.646
2019082065,0,0.444
2019130900,1,0.774
2019205388,1,0.639
2019311716,1,0.699
2019371476,1,0.893
2019385592,1,0.686
2020020337,1,0.687
2020043492,1,0.695
2020058288,1,0.843
2020074498,0,0.541
2020137001,1,0.604
2020257962,1,0.783
2020258608,0,0.554
2020272422,1,0.714
2020285810,1,0.827
2021012764,1,0.661
2021065695,1,0.625
2021082421,1,0.915
2021097402,0,0.7
2021097644,1,0.669
2021110158,0,0.515
2021110207,0,0.514
2021129325,0,0.315
5660176,1,0.55
7674966,1,0.65
7693760,0,0.459
7732697,1,0.891
7902447,1,0.683
7945952,0,0.78
7962530,1,0.78
8190460,0,0.55
8222507,1,0.74
8484022,1,0.699
8515750,1,0.733
8527276,1,0.878
8589164,0,0.608
8600753,1,0.847
8725559,0,0.577
8799124,0,0.391
8804035,0,0.599
8805684,1,0.813
8892417,1,0.972
9047622,0,0.522
9159329,1,0.808
9263034,1,0.824
9275457,0,0.705
9299331,0,0.637
9302393,1,0.817
9336782,1,0.694
9390087,1,0.812
9665800,1,0.83
9754220,0,0.386
9865253,0,0.712
9959868,0,0.683
9972140,1,0.799
9990176,1,0.628
10019525,1,0.752
10109182,0,0.523
10185709,1,0.869
10271768,0,0.415
10276149,1,0.866
10283163,1,0.789
10298895,1,0.896
10346524,1,0.771
10373026,1,0.88
10402726,1,0.587
10453434,1,0.782
10453476,1,0.522
10468014,1,0.603
10489682,1,0.86
10552667,1,0.906
10565234,0,0.536
10567314,1,0.653
10586369,1,0.807
10601740,1,0.665
10602062,1,0.573
10630726,0,0.52
10657584,1,0.827
10671838,1,0.968
10679015,0,0.742
10692002,1,0.756
10713289,1,0.742
10713821,1,0.795
10719779,1,0.677
10720157,0,0.688
10721189,0,0.474
10733374,1,0.72
10769501,0,0.817
10789956,1,0.803
10802889,0,0.531
10817314,0,0.725
10831976,0,0.656
10841666,0,0.733
10860661,1,0.453
10897675,0,0.669
10904212,1,0.543
10962473,1,0.533
10963748,1,0.594
10963819,1,0.806
10979377,1,0.726
10990848,1,0.837
10990852,0,0.697
10999566,1,0.898
11064113,0,0.696
11068952,0,0.518
11073975,1,0.726
11077367,1,0.756
11087095,1,0.888
11087877,0,0.642
11095579,1,0.797
11107557,0,0.573
11115530,1,0.664
11120812,0,0.669
11138249,0,0.59
11138781,1,0.584
11153566,0,0.711
11170038,1,0.905
11227047,0,0.656
11240181,0,0.654
11276389,1,0.65
11288542,0,0.83
11289082,1,0.517
11294756,0,0.639
11321729,0,0.38
11354164,0,0.422
11354582,0,0.536
11355112,0,0.691
11416712,1,0.725
11423616,1,0.686
11455658,1,0.513
11488288,1,0.723
11507059,0,0.451
11508045,1,0.725
11537813,1,0.786
11551652,1,0.675
11551668,1,0.771
11574168,1,0.662
11644961,1,0.825
11657292,1,0.598
11675817,1,0.635
11676044,1,0.625
11710420,1,0.812
11727618,1,0.836
11741302,1,0.718
11743378,1,0.608
11756525,1,0.693
11757923,0,0.494
11783824,1,0.709
11790492,1,0.631
11790558,1,0.742
11817079,1,0.89
11817088,1,0.773
11823235,1,0.678
11899148,1,0.584
2016232256,1,0.664
2017032245,0,0.513
2017060523,0,0.424
2017069086,0,0.594
2017076327,0,0.628
2017084268,1,0.574
2017243520,0,0.467
2017256259,1,0.759
2017323313,0,0.481
2017371506,1,0.675
2018082184,1,0.699
2018268816,1,0.69
2018332167,0,0.485
2018336439,1,0.504
2019057081,1,0.811
2019066658,1,0.543
2019066659,1,0.546
2019080425,0,0.379
2019095430,1,0.796
2019369924,0,0.448
2019385628,1,0.753
2020013395,1,0.672
2020035241,1,0.831
2020053395,0,0.513
2020126557,1,0.587
2020160837,1,0.774
2020226752,1,0.641
2020227069,1,0.77
2020251105,1,0.573
2020265394,0,0.38
2020279550,1,0.694
2020312457,1,0.572
2020394258,1,0.892
2021049452,1,0.535
2021065006,1,0.504
2021073476,1,0.593
2021078180,0,0.479
2021081805,1,0.63
2021110318,1,0.486
