id,Actual,Random Forest
US7243515B2,0,0.0
US8416578B2,0,0.006
US9179818B2,0,0.023
US6874698B1,0,0.223
US7719079B2,0,0.0
US9587364B2,0,0.045
US9090850B1,0,0.008
US7322619B2,0,0.003
US10056589B2,0,0.035
US9563045B2,0,0.003
US9003662B2,0,0.03
US8651268B2,0,0.008
US7592653B2,0,0.005
US5184547A,0,0.003
US8096608B2,0,0.0
US6631582B2,0,0.013
US9227938B2,0,0.001
US7583031B1,0,0.059
US5509703A,0,0.0
US9630757B1,0,0.005
US8942004B2,0,0.003
US6681881B2,0,0.0
US9903364B2,0,0.0
US8763979B2,0,0.0
US10025263B2,0,0.027
US9120229B2,0,0.074
US9642217B2,0,0.018
US7850137B2,0,0.003
US6552088B2,0,0.0
US9103499B2,0,0.0
US10113437B2,0,0.006
US5956359A,0,0.001
US9250025B2,0,0.002
US9689278B2,0,0.017
US7413573B2,0,0.0
US4859738A,0,0.0
US8011924B2,0,0.003
US9803131B2,0,0.002
US9180749B2,0,0.011
US6545233B2,0,0.0
US4787703A,0,0.001
US7743870B2,0,0.021
US7823425B2,0,0.002
US9881896B2,0,0.001
US7715013B2,0,0.031
US10136786B2,0,0.0
US9895814B2,0,0.061
US9821958B2,0,0.008
US7961454B2,0,0.001
US5170861A,0,0.019
US8969970B2,0,0.0
US9882296B1,0,0.006
US10094416B2,0,0.0
US9446955B2,0,0.0
US9133036B2,0,0.006
US7878085B2,0,0.0
US10004136B2,0,0.038
US7438861B2,0,0.002
US9482246B2,0,0.001
US9302389B2,0,0.0
US5112155A,0,0.0
US9732906B2,0,0.008
US9012608B2,0,0.0
US9241496B2,0,0.007
US10111377B2,0,0.032
US7748171B2,0,0.0
US7627384B2,0,0.165
US4715401A,0,0.002
US4689516A,0,0.155
US6855061B2,0,0.023
US10049278B2,0,0.016
US9018285B2,0,0.005
US5142919A,0,0.065
US9523238B2,0,0.005
US9964369B2,0,0.0
US4789775A,0,0.004
US9003646B2,0,0.017
US9198991B2,0,0.003
US8013481B2,0,0.072
US7102227B2,0,0.0
US5567746A,0,0.002
US9319798B2,0,0.052
US5304592A,0,0.002
US9457334B2,0,0.0
US9394617B2,0,0.012
US9707173B2,0,0.007
US9902421B2,0,0.0
US4885660A,0,0.003
US8800829B2,0,0.079
US9137952B1,0,0.006
US7565159B2,0,0.03
US5544909A,0,0.0
US4908916A,0,0.003
US6243968A,0,0.004
US10087922B2,0,0.021
US7208380B2,0,0.011
US8444422B2,0,0.0
US8952426B2,0,0.006
US9785451B1,0,0.008
US9745124B2,0,0.003
US5415034A,0,0.001
US8414731B2,0,0.014
US9397468B2,0,0.043
US9428369B2,0,0.0
US9969342B2,0,0.004
US9539443B2,0,0.021
US9026322B2,0,0.007
US9188502B2,0,0.037
US9106002B2,0,0.002
US9346614B2,0,0.038
US10030216B2,0,0.004
US7499069B2,0,0.151
US5611101A,0,0.002
US6386392B1,0,0.001
US7926598B2,0,0.0
US9627934B2,0,0.026
US9950427B2,0,0.016
US9481272B2,0,0.001
US10018431B2,0,0.054
US7592270B2,0,0.018
US4561666A,0,0.008
US7265368B2,0,0.054
US5238531A,0,0.008
US9518764B2,0,0.0
US9545051B2,0,0.077
US7760240B2,0,0.005
US6610949B2,0,0.001
US7419360B2,0,0.027
US7402515B2,0,0.002
US5899569A,0,0.003
US7298410B2,0,0.014
US8574629B2,0,0.034
US8650732B2,0,0.048
US8259626B2,0,0.557
US4768047A,0,0.039
US8801480B2,0,0.019
US6108580A,0,0.022
US7371841B2,0,0.088
US9623972B2,0,0.0
US9644851B2,0,0.004
US10092337B2,0,0.092
US9005209B2,0,0.245
US9937982B2,0,0.007
US9271720B2,0,0.008
US8097140B2,0,0.009
US9265985B2,0,0.024
US9338087B2,0,0.033
US9217339B2,0,0.007
US9272008B2,0,0.041
US9565763B2,0,0.001
US9010737B2,0,0.001
US9644520B2,0,0.106
US7871094B2,0,0.096
US6265129A,0,0.237
US9896471B2,0,0.04
US9249290B2,0,0.036
US9653354B2,0,0.02
US10103122B2,0,0.001
US9745611B2,0,0.052
US5810444A,0,0.004
US5184446A,0,0.002
US8911852B2,0,0.014
US8728671B1,0,0.12
US7227053B2,0,0.036
US9924844B1,0,0.002
US8222350B2,0,0.0
US8935452B2,0,0.073
US10113549B2,0,0.025
US9079539B2,0,0.0
US7651283B2,0,0.068
US6758599B2,0,0.015
US6269084A,0,0.131
US8329549B2,0,0.015
US7534782B2,0,0.003
US9361975B2,0,0.031
US10043846B2,0,0.0
US9060795B2,0,0.002
US8163692B2,0,0.035
US9085856B2,0,0.005
US9035161B2,0,0.001
US10099456B2,0,0.007
US9078467B2,0,0.016
US9400651B2,0,0.066
US9155937B2,0,0.012
US9714737B2,0,0.051
US9099341B2,0,0.057
US9230789B2,0,0.03
US5233383A,0,0.009
US9885419B2,0,0.0
US6350599B1,0,0.015
US9085513B2,0,0.006
US9024055B2,0,0.003
US9231324B2,0,0.001
US8284544B2,0,0.016
US9296627B1,0,0.014
US7555886B2,0,0.005
US8107214B2,0,0.0
US9700879B2,0,0.044
US9011483B2,0,0.072
US9574906B2,0,0.078
US9129073B2,0,0.053
US9237925B2,0,0.001
US7340390B2,0,0.059
US8696233B2,0,0.167
US9932268B2,0,0.005
US9000137B2,0,0.017
US9849479B2,0,0.014
US6381321B1,0,0.229
US9070776B2,0,0.014
US9796205B2,0,0.04
US9102762B2,0,0.001
US10004739B2,0,0.169
US7081347B2,0,0.09
US9326456B2,0,0.001
US8956556B2,0,0.0
US9483305B1,0,0.139
US9239117B1,0,0.02
US6393745B1,0,0.027
US9150762B2,0,0.163
US9522221B2,0,0.008
US9757864B2,0,0.089
US6864171B1,0,0.038
US7879201B2,0,0.087
US9733120B2,0,0.059
US9255354B2,0,0.0
US9971526B1,0,0.04
US9291082B2,0,0.024
US7980378B2,0,0.078
US9950423B2,0,0.0
US9102065B2,0,0.0
US10029365B2,0,0.011
US8969548B2,0,0.011
US9132810B2,0,0.046
US7090549B2,0,0.001
US9567060B2,0,0.007
US7773495B2,0,0.013
US9525413B2,0,0.124
US9712185B2,0,0.044
US7017766B2,0,0.002
US9311999B2,0,0.168
US9249065B2,0,0.03
US4733263A,0,0.005
US9247811B2,0,0.023
US6031998A,0,0.004
US5436679A,0,0.005
US4904180A,0,0.004
US9387987B2,0,0.119
US7976077B2,0,0.0
US9879575B2,0,0.007
US9065260B2,0,0.008
US9861129B2,0,0.0
US9658612B2,0,0.021
US4982369A,0,0.147
US9532688B1,0,0.002
US10034721B1,0,0.003
US7325879B2,0,0.001
US9656384B1,0,0.031
US8774945B2,0,0.179
US9388400B2,0,0.023
US9323840B2,0,0.452
US10094820B2,0,0.118
US9266440B2,0,0.0
US9167920B2,0,0.004
US8971821B2,0,0.002
US9248976B2,0,0.242
US9086669B2,0,0.011
US9999913B2,0,0.001
US6986591B2,0,0.002
US9280041B2,0,0.006
US7042840B2,0,0.073
US10053667B2,0,0.231
US8936290B1,0,0.006
US9301459B1,0,0.03
US9488877B2,0,0.028
US10078949B2,0,0.292
US9091809B2,0,0.214
US8978583B2,0,0.0
US9930950B1,0,0.024
US9068908B2,0,0.02
US9737098B2,0,0.103
US10076884B2,0,0.02
US9752996B2,0,0.148
US5889696A,0,0.027
US9904145B2,0,0.001
US7393651B2,0,0.108
US9882324B2,0,0.0
US10125503B2,0,0.0
US10022122B2,0,0.03
US8970737B2,0,0.164
US6207962A,0,0.021
US9420608B2,0,0.046
US8639871B2,0,0.029
US6783528B2,0,0.003
US10005957B2,0,0.026
US9617721B2,0,0.023
US10085809B2,0,0.028
US9063149B2,0,0.031
US10123571B2,0,0.009
US9279168B2,0,0.05
US6748453B2,0,0.026
US10070835B2,0,0.01
US9587449B2,0,0.014
US7912716B2,0,0.689
US7688963B1,0,0.026
US4609820A,0,0.001
US6711314B1,0,0.065
US5721973A,0,0.001
US10065703B2,0,0.0
US8241667B2,0,0.008
US7879402B2,0,0.008
US8980096B2,0,0.009
US9396024B2,0,0.152
US6837630B2,0,0.006
US4719643A,0,0.187
US5437834A,0,0.0
US6736702B2,0,0.001
US9654695B2,0,0.017
US10017990B2,0,0.004
US7606354B2,0,0.013
US8987033B2,0,0.018
US9344337B2,0,0.087
US10004506B2,0,0.105
US9950881B2,0,0.001
US7190389B1,0,0.021
US6587291B2,0,0.151
US9003955B1,0,0.053
US9982691B2,0,0.001
US4711230A,0,0.024
US9215968B2,0,0.004
US9551975B2,0,0.04
US9226407B2,0,0.003
US10133147B2,0,0.091
US9296486B2,0,0.036
US9223153B2,0,0.215
US8010143B2,0,0.176
US9183334B1,0,0.202
US9812291B2,0,0.051
US7327423B2,0,0.002
US9568444B2,0,0.055
US7778412B2,0,0.014
US9022487B2,0,0.015
US10015242B2,0,0.18
US9243798B2,0,0.007
US5448322A,0,0.006
US9244827B2,0,0.074
US9774631B2,0,0.056
US9605617B2,0,0.075
US10057411B2,0,0.155
US6188757A,0,0.264
US10048908B2,0,0.043
US9739674B2,0,0.058
US9529421B2,0,0.043
US9743743B2,0,0.072
US9420561B2,0,0.068
US10114543B2,0,0.272
US7460064B1,0,0.247
US9833710B2,0,0.123
US9391422B2,0,0.056
US8812856B2,0,0.123
US7506982B2,0,0.0
US9818343B2,0,0.031
US5083149A,0,0.022
US7190981B2,0,0.104
US9398873B2,0,0.328
US6623369B1,0,0.097
US8973590B2,0,0.093
US9417005B1,0,0.032
US6101336A,0,0.016
US10083053B2,0,0.106
US9547481B2,0,0.341
US8219177B2,0,0.013
US8107016B2,0,0.095
US7619229B2,0,0.074
US9843669B1,0,0.342
US9950428B2,0,0.003
US6061370A,0,0.34
US5827685A,0,0.12
US9754507B1,0,0.239
US9545288B2,0,0.009
US9759584B2,0,0.04
US10007235B2,0,0.084
US8625711B2,0,0.162
US9398935B2,0,0.0
US10142218B2,0,0.07
US8943460B2,0,0.005
US7693566B2,0,0.023
US9243597B2,0,0.0
US7755839B2,0,0.004
US9047109B1,0,0.123
US10017024B2,0,0.066
US10045898B2,0,0.011
US9811621B2,0,0.268
US8246649B2,0,0.034
US7567752B2,0,0.033
US9307450B2,0,0.218
US6243588A,0,0.049
US9330010B1,0,0.125
US8978421B2,0,0.11
US10035266B1,0,0.408
US9407549B2,0,0.065
US8983844B1,0,0.523
US6978274B1,0,0.432
US9974874B2,0,0.009
US9480390B2,0,0.041
US6970543B2,0,0.078
US5227798A,0,0.02
US8760518B2,0,0.048
US9672360B2,0,0.055
US8966151B2,0,0.064
US8935457B2,0,0.221
US7683959B2,0,0.061
US7613135B2,0,0.018
US7477406B2,0,0.133
US9377907B2,0,0.056
US9363289B2,0,0.09
US5184561A,0,0.01
US9514031B2,0,0.231
US9268533B2,0,0.41
US5606602A,0,0.059
US8315667B2,0,0.149
US9776334B2,0,0.004
US9507599B2,0,0.058
US9409291B2,0,0.003
US9809001B2,0,0.069
US8992012B2,0,0.014
US9980082B2,0,0.029
US9141785B2,0,0.167
US9948537B2,0,0.222
US8949550B2,0,0.071
US9276542B2,0,0.283
US9905086B1,0,0.324
US9928215B1,0,0.088
US9078623B2,0,0.026
US9828895B2,0,0.022
US9402167B2,0,0.151
US9843159B2,0,0.053
US7305579B2,0,0.219
US6826444B2,0,0.001
US9557282B1,0,0.005
US8599202B1,0,0.036
US8847056B2,0,0.53
US8982132B2,0,0.382
US9568640B2,0,0.112
US8918698B2,0,0.294
US9511258B2,0,0.05
US8281321B2,0,0.313
US9064462B2,0,0.292
US9869145B2,0,0.001
US9378014B2,0,0.13
US5699340A,0,0.135
US9532719B2,0,0.458
US7193648B1,0,0.027
US8661141B2,0,0.049
US9961415B2,0,0.287
US9357526B2,0,0.1
US10035123B2,0,0.02
US9762313B2,0,0.073
US9204703B2,0,0.036
US9964661B2,0,0.016
US10098352B2,0,0.017
US9904435B2,0,0.38
US6788933B2,0,0.12
US9291084B2,0,0.063
US9660444B2,0,0.0
US8831773B2,0,0.075
US9516235B2,0,0.35
US8548160B2,0,0.193
US6366962B1,0,0.029
US9385983B1,0,0.279
US9813694B2,0,0.257
US9652897B2,0,0.267
US8990614B2,0,0.163
US9885638B2,0,0.163
US9087308B2,0,0.075
US10124494B2,0,0.029
US9443065B1,0,0.244
US7760919B2,0,0.105
US6343810B1,0,0.15
US9304003B1,0,0.139
US7099440B2,0,0.375
US9200948B2,0,0.015
US4501344A,0,0.345
US9874453B2,0,0.272
US9804604B2,0,0.093
US9059726B2,0,0.347
US8259194B2,0,0.184
US8729449B2,0,0.013
US8175807B2,0,0.146
US8988808B1,0,0.11
US9645841B2,0,0.073
US8621116B2,0,0.157
US9369867B2,0,0.107
US9704432B2,0,0.127
US9630398B2,0,0.028
US8412037B2,0,0.028
US9917665B1,0,0.323
US5259748A,0,0.207
US5568194A,0,0.105
US9750576B2,0,0.069
US9916159B2,0,0.407
US9864825B2,0,0.061
US8654177B2,0,0.011
US10044891B2,0,0.077
US8009564B2,0,0.069
US9429948B2,0,0.054
US9364951B1,0,0.354
US8214071B2,0,0.417
US8515854B2,0,0.227
US9179988B2,0,0.236
US9948523B2,0,0.044
US9660751B2,0,0.254
US10044783B2,0,0.201
US9575833B2,0,0.168
US9191201B1,0,0.101
US9086796B2,0,0.078
US9961339B2,0,0.001
US7027787B2,0,0.01
US9908237B2,0,0.009
US10140326B2,0,0.368
US9104712B2,0,0.15
US5414261A,0,0.013
US4755942A,0,0.216
US6206233A,0,0.011
US9520089B2,0,0.139
US9967317B2,0,0.171
US10051233B2,0,0.128
US9990794B2,0,0.037
US6577889B2,0,0.266
US9021428B2,0,0.202
US9302388B2,0,0.017
US9481516B1,0,0.009
US6429968B1,0,0.026
US5266948A,0,0.037
US9100633B2,0,0.379
US9717644B2,0,0.052
US9875516B2,0,0.086
US9132552B2,0,0.07
US7979072B2,0,0.069
US9104504B2,0,0.13
US9390399B2,0,0.283
US9367547B2,0,0.357
US9171125B2,0,0.051
US9451888B1,0,0.171
US9081608B2,0,0.062
US9990178B2,0,0.173
US9668824B2,0,0.369
US9992138B1,0,0.291
US7219996B2,0,0.036
US8963759B2,0,0.101
US10038750B2,0,0.182
US9829381B2,0,0.058
US8139140B2,0,0.024
US7564869B2,0,0.118
US9956042B2,0,0.024
US9938092B2,0,0.05
US8725970B2,0,0.206
US9800693B2,0,0.143
US9749186B2,0,0.045
US9142049B2,0,0.185
US6323452A,0,0.022
US7904106B2,0,0.132
US9579797B2,0,0.321
US6987531B2,0,0.0
US8363121B2,0,0.087
US9612255B2,0,0.131
US9302390B2,0,0.15
US8103287B2,0,0.251
US5297568A,0,0.016
US9661323B2,0,0.244
US8860790B2,0,0.147
US9033503B2,0,0.027
US8987157B2,0,0.004
US9786148B2,0,0.129
US9843462B2,0,0.085
US9510805B2,0,0.184
US9909192B2,0,0.064
US10055655B2,0,0.134
US9916475B2,0,0.092
US9860386B2,0,0.055
US9002944B2,0,0.132
US9754349B2,0,0.099
US7391461B2,0,0.068
US6434487B1,0,0.112
US7535222B2,0,0.138
US9156164B2,0,0.098
US7929453B2,0,0.259
US8838276B1,0,0.229
7689416,1,0.872
7693760,0,0.087
7742919,1,0.58
7788262,1,0.714
7835910,0,0.591
7912718,0,0.752
7925496,1,0.727
7945952,0,0.669
8065089,0,0.419
8180725,1,0.761
8185400,1,0.731
8296257,0,0.579
8467524,0,0.344
8571871,1,0.743
8630844,1,0.959
8653349,0,0.403
8660678,0,0.461
8671149,0,0.206
8799124,0,0.35
8804035,0,0.601
8914284,1,0.644
9367763,1,0.798
9495955,1,0.815
9608942,1,0.482
9646587,1,0.516
9646601,1,0.564
9786084,1,0.796
9972127,1,0.47
9977773,1,1.0
10008209,1,0.867
10049477,1,0.624
10091358,1,0.409
10134131,0,0.514
10140981,1,0.827
10147439,0,0.578
10186252,1,0.785
10229111,1,0.671
10229672,1,0.792
10262107,0,0.128
10303978,0,0.62
10319365,1,0.827
10325201,1,0.714
10332513,1,0.675
10418024,1,0.938
10446126,1,0.656
10446147,1,0.72
10467274,1,0.501
10496754,1,0.812
10539881,0,0.864
10565234,0,0.262
10593328,0,0.436
10600408,1,0.697
10600414,0,0.19
10635941,1,0.817
10643131,1,0.624
10643600,1,0.765
10685057,0,0.257
10699695,1,0.791
10701394,0,0.673
10706867,1,0.777
10713662,0,0.252
10720157,0,0.59
10721189,0,0.264
10783398,1,0.641
10803646,1,1.0
10817314,0,0.518
10827214,0,0.392
10839809,0,0.763
10841251,1,0.35
10902191,1,0.727
10916351,0,0.57
10922788,1,0.759
10929485,0,0.41
10930272,0,0.775
10991369,0,0.702
10991373,0,0.553
10999434,1,0.594
11003703,1,0.509
11030726,0,0.305
11055514,1,0.706
11064113,0,0.508
11080607,1,0.446
11093718,0,0.781
11106903,0,0.497
11120839,0,0.685
11127488,0,0.752
11132598,0,0.747
11152123,1,0.587
11152785,1,0.735
11158207,0,0.608
11165735,0,0.541
11166035,1,0.718
11171904,0,0.393
11183169,1,0.65
11210775,1,0.808
11223580,0,0.416
11232266,1,0.552
11264140,0,0.487
11271984,0,0.53
11294756,0,0.451
11314922,1,0.657
11329933,1,0.765
11354490,1,0.382
11354599,0,0.637
11355155,1,0.611
11379189,1,0.668
11393575,1,0.74
11403800,1,0.706
11410684,1,0.91
11430467,0,0.325
11438457,0,0.516
11470279,0,0.542
11481559,1,0.819
11544881,1,0.77
11551695,1,0.751
11561326,1,0.566
11580968,1,0.74
11600260,1,0.722
11646007,1,0.567
11659085,1,0.505
11736556,0,0.02
11741965,1,0.823
11741996,1,0.752
11763849,1,0.741
11769017,1,0.795
11769312,1,0.544
11769531,1,0.636
11776007,1,0.586
11783474,1,0.543
11783813,1,0.842
11797780,1,0.79
11830463,1,0.74
11836680,1,0.679
11896902,1,0.409
11907885,1,0.649
2016189705,0,0.816
2016210663,0,0.421
2016307239,1,0.398
2016371887,1,0.153
2016379252,1,0.649
2017084266,1,0.683
2017178204,1,0.538
2017199958,0,0.124
2017206328,1,0.547
2017345412,1,0.656
2017366479,1,0.51
2018007404,1,0.48
2018018392,1,0.338
2018025108,0,0.668
2018025112,1,0.648
2018082388,0,0.361
2018150768,1,0.789
2018357543,0,0.74
2019013017,1,0.517
2019019304,0,0.172
2019042574,1,0.808
2019043482,1,0.886
2019272887,1,0.081
2019279644,1,0.762
2019294669,1,0.75
2019370616,1,0.992
2020004790,1,0.541
2020026767,1,0.821
2020027439,1,0.77
2020035350,1,0.451
2020053395,0,0.384
2020066250,1,0.559
2020143384,1,0.656
2020167864,0,0.054
2020211134,0,0.076
2020304446,1,0.214
2020396190,0,0.496
2021035340,1,0.781
2021065033,1,0.824
2021089904,1,0.556
2021110158,0,0.669
2021117733,1,0.55
2021117842,1,0.731
2021129325,0,0.169
US7935130B2,0,0.01
US9090200B2,0,0.001
US7708473B2,0,0.003
US9883739B1,0,0.024
US8942550B1,0,0.0
US9791320B2,0,0.0
US8835365B2,0,0.019
US10020452B2,0,0.009
US7005335B2,0,0.014
US9982338B2,0,0.0
US9109789B2,0,0.001
US7241361B2,0,0.001
US10086324B2,0,0.132
US9174890B2,0,0.026
US6143223A,0,0.0
US9518026B2,0,0.028
US9265466B2,0,0.018
US7931952B2,0,0.076
US5297492A,0,0.001
US8770379B2,0,0.002
US9997848B2,0,0.067
US9305748B2,0,0.006
US8182014B2,0,0.001
US4958461A,0,0.005
US6071093A,0,0.009
US9815358B1,0,0.002
US9708561B2,0,0.004
US9341682B2,0,0.157
US4491376A,0,0.009
US9402687B2,0,0.116
US9206079B2,0,0.001
US8105392B2,0,0.001
US9184522B1,0,0.001
US5184173A,0,0.018
US4684969A,0,0.001
US10092965B2,0,0.004
US9067764B2,0,0.0
US9828842B2,0,0.003
US6995448B2,0,0.01
US10081732B2,0,0.007
US9551388B2,0,0.003
US6933305B2,0,0.023
US6712429B2,0,0.005
US4867770A,0,0.014
US9491924B2,0,0.001
US4710062A,0,0.001
US7331788B2,0,0.005
US9968356B2,0,0.006
US7242431B2,0,0.005
US9622636B1,0,0.014
US9066504B2,0,0.003
US9844174B2,0,0.0
US10023765B2,0,0.011
US9658130B2,0,0.027
US9144145B2,0,0.0
US9121488B2,0,0.0
US10132345B2,0,0.034
US7800229B2,0,0.001
US6381412B1,0,0.016
US9777512B2,0,0.029
US7313323B2,0,0.031
US9180263B2,0,0.017
US10126621B2,0,0.101
US9446506B2,0,0.006
US9702167B2,0,0.035
US6161512A,0,0.004
US9677758B2,0,0.005
US8969966B2,0,0.005
US10048469B2,0,0.0
US9601707B2,0,0.006
US6180883A,0,0.05
US10130431B2,0,0.0
US9334734B2,0,0.005
US7038901B2,0,0.002
US7509872B2,0,0.009
US6979167B2,0,0.001
US5667263A,0,0.024
US6503984B2,0,0.008
US4496059A,0,0.001
US9095984B2,0,0.004
US7179392B2,0,0.0
US9636393B2,0,0.012
US5100202A,0,0.0
US8552330B2,0,0.0
US9381093B1,0,0.042
US4763229A,0,0.005
US9044344B2,0,0.0
US8288895B2,0,0.004
US10087042B2,0,0.004
US9378506B1,0,0.074
US6569717B1,0,0.028
US10046943B2,0,0.0
US9637141B2,0,0.008
US9658002B2,0,0.002
US9210425B2,0,0.164
US9975589B2,0,0.011
US9783349B2,0,0.002
US9962219B2,0,0.0
US9624951B2,0,0.0
US7766153B2,0,0.001
US9214635B2,0,0.059
US4832710A,0,0.118
US7735882B2,0,0.0
US9668407B2,0,0.088
US9332744B2,0,0.034
US9021966B2,0,0.003
US9340276B2,0,0.003
US9701010B2,0,0.004
US9297539B2,0,0.146
US9994295B2,0,0.001
US4715402A,0,0.004
US10032390B2,0,0.001
US9610995B2,0,0.0
US9184532B2,0,0.008
US7503105B2,0,0.008
US8945148B2,0,0.146
US9184078B2,0,0.002
US7540393B2,0,0.003
US8995338B2,0,0.026
US9554200B2,0,0.003
US4993810A,0,0.0
US9085229B2,0,0.013
US9719000B2,0,0.084
US9653224B2,0,0.0
US9347545B2,0,0.174
US7385963B1,0,0.224
US9627290B2,0,0.003
US7726046B2,0,0.017
US6162628A,0,0.033
US6527949B1,0,0.089
US4594719A,0,0.001
US6579035B1,0,0.001
US10100026B2,0,0.093
US9605790B1,0,0.006
US5475379A,0,0.01
US9497295B2,0,0.052
US6060718A,0,0.057
US10060639B2,0,0.016
US9976636B2,0,0.0
US9178608B2,0,0.035
US10039523B2,0,0.0
US9739917B2,0,0.001
US8494030B2,0,0.024
US9563192B2,0,0.231
US9677880B2,0,0.119
US9402364B2,0,0.003
US9928698B2,0,0.009
US9150292B2,0,0.011
US9272805B2,0,0.037
US9010693B1,0,0.009
US9889480B2,0,0.044
US5412443A,0,0.016
US9072486B2,0,0.0
US10006730B1,0,0.007
US9186759B2,0,0.057
US6526046B1,0,0.132
US8444631B2,0,0.003
US7344247B2,0,0.035
US6595357B2,0,0.024
US8025972B2,0,0.035
US8985928B2,0,0.014
US9251645B2,0,0.288
US7008839B2,0,0.005
US8586961B2,0,0.016
US8926898B2,0,0.017
US9113708B2,0,0.0
US5618488A,0,0.006
US4701075A,0,0.011
US5121527A,0,0.005
US9221431B2,0,0.001
US4713249A,0,0.006
US7364295B2,0,0.07
US7205541B1,0,0.006
US6603131B2,0,0.0
US4640213A,0,0.008
US8028939B2,0,0.137
